CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	LSTAT	MEDV
0.09252	30.00	4.930	0,00	0.4280	1519563,00	42.20	6.1899	6,00	300.0	16.60	13697,00	23.30
0.11329	30.00	4.930	0,00	0.4280	2582418,00	54.30	533773,00	6,00	300.0	16.60	14185,00	22.00
0.10612	30.00	4.930	0,00	0.4280	6.0950	65.10	533773,00	6,00	300.0	16.60	14946,00	44854,00
0.10290	30.00	4.930	0,00	0.4280	613761,00	52.90	7.0355	6,00	300.0	16.60	44866,00	22.20
0.12757	30.00	4.930	0,00	0.4280	741595,00	29403,00	7.0355	6,00	300.0	16.60	43586,00	23.70
0.20608	22.00	5.860	0,00	0.4310	1472049,00	76.50	2793923,00	7,00	330.0	44853,00	18598,00	17.60
0.19133	22.00	5.860	0,00	0.4310	1515879,00	70.20	2793923,00	7,00	330.0	44853,00	18.46	18.50
0.33983	22.00	5.860	0,00	0.4310	6.1080	34.90	8.0555	7,00	330.0	44853,00	42614,00	24.30
0.19657	22.00	5.860	0,00	0.4310	131641,00	79.20	8.0555	7,00	330.0	44853,00	42278,00	20.50
0.16439	22.00	5.860	0,00	0.4310	887692,00	49.10	2324952,00	7,00	330.0	44853,00	19238,00	24.50
0.19073	22.00	5.860	0,00	0.4310	1928634,00	17.50	2324952,00	7,00	330.0	44853,00	20607,00	26.20
0.14030	22.00	5.860	0,00	0.4310	1084924,00	13.00	755139,00	7,00	330.0	44853,00	32994,00	24.40
0.21409	22.00	5.860	0,00	0.4310	905955,00	33086,00	755139,00	7,00	330.0	44853,00	21610,00	24.80
0.08221	22.00	5.860	0,00	0.4310	2801563,00	29373,00	2617907,00	7,00	330.0	44853,00	19419,00	29.60
0.36894	22.00	5.860	0,00	0.4310	252232,00	14824,00	2617907,00	7,00	330.0	44853,00	19784,00	42.80
0.04819	80.00	3.640	0,00	0.3920	6.1080	32.00	110913,00	1,00	315.0	16.40	20972,00	21.90
0.03548	80.00	3.640	0,00	0.3920	2505686,00	44853,00	110913,00	1,00	315.0	16.40	45901,00	20.90
0.01538	90.00	3.750	0,00	0.3940	964424,00	34.20	533773,00	3,00	244.0	15.90	44868,00	44.00
0.61154	20.00	3.970	0,00	0.6470	1877561,00	86.90	2231634,00	5,00	264.0	13.00	44900,00	50.00
0.66351	20.00	3.970	0,00	0.6470	522480,00	100.00	2573501,00	5,00	264.0	13.00	29037,00	36.00
0.65665	20.00	3.970	0,00	0.6470	2381535,00	100.00	2.0107	5,00	264.0	13.00	33025,00	44864,00
0.54011	20.00	3.970	0,00	0.6470	47665,00	81.80	2.1121	5,00	264.0	13.00	21794,00	33.80
0.53412	20.00	3.970	0,00	0.6470	1205484,00	89.40	2.1398	5,00	264.0	13.00	46204,00	43.10
0.52014	20.00	3.970	0,00	0.6470	759919,00	91.50	359798,00	5,00	264.0	13.00	33359,00	48.80
0.82526	20.00	3.970	0,00	0.6470	500566,00	94.50	2.0788	5,00	264.0	13.00	45962,00	31.00
0.55007	20.00	3.970	0,00	0.6470	58623,00	91.60	2703162,00	5,00	264.0	13.00	44842,00	36.50
0.76162	20.00	3.970	0,00	0.6470	1351520,00	62.80	2909159,00	5,00	264.0	13.00	16711,00	22.80
0.78570	20.00	3.970	0,00	0.6470	7.0140	84.60	2.1329	5,00	264.0	13.00	14.79	30.70
0.57834	20.00	3.970	0,00	0.5750	391024,00	67.00	845934,00	5,00	264.0	13.00	16254,00	50.00
0.54050	20.00	3.970	0,00	0.5750	1022862,00	52.60	2490986,00	5,00	264.0	13.00	42430,00	43.50
0.09065	20.00	6.960	1,00	0.4640	2666393,00	61.50	2657200,00	3,00	223.0	18.60	13.65	20.70
0.29916	20.00	6.960	0,00	0.4640	2432638,00	42.10	873022,00	3,00	223.0	18.60	13.00	44855,00
0.16211	20.00	6.960	0,00	0.4640	182775,00	16.30	873022,00	3,00	223.0	18.60	21702,00	25.20
0.11460	20.00	6.960	0,00	0.4640	1271198,00	58.70	2657200,00	3,00	223.0	18.60	26846,00	24.40
0.22188	20.00	6.960	1,00	0.4640	1830048,00	51.80	644746,00	3,00	223.0	18.60	21337,00	35.20
0.05644	40.00	6.410	1,00	0.4470	2074731,00	32.90	4.0776	4,00	254.0	17.60	19419,00	32.40
0.09604	40.00	6.410	0,00	0.4470	2425364,00	42.80	282425,00	4,00	254.0	17.60	35827,00	32.00
0.10469	40.00	6.410	1,00	0.4470	281420,00	49.00	2181321,00	4,00	254.0	17.60	44687,00	33.20
0.06127	40.00	6.410	1,00	0.4470	2323096,00	27.60	2457444,00	4,00	254.0	17.60	42461,00	33.10
0.07978	40.00	6.410	0,00	0.4470	1066662,00	32.10	4.1403	4,00	254.0	17.60	43647,00	44863,00
0.21038	20.00	3.330	0,00	0.4429	2271962,00	32.20	4.1007	5,00	216.0	14.90	31138,00	35.10
0.03578	20.00	3.330	0,00	0.4429	2301211,00	64.50	1843471,00	5,00	216.0	14.90	27820,00	45.40
0.03705	20.00	3.330	0,00	0.4429	2841741,00	37.20	199910,00	5,00	216.0	14.90	21641,00	35.40
0.06129	20.00	3.330	1,00	0.4429	1662037,00	49.70	80110,00	5,00	216.0	14.90	44564,00	46.00
0.01501	90.00	1.210	1,00	0.4010	2677411,00	24.80	2538558,00	1,00	198.0	13.60	42430,00	50.00
0.00906	90.00	2.970	0,00	0.4000	7.0880	20.80	428613,00	1,00	285.0	15.30	31229,00	32.20
0.01096	55.00	2.250	0,00	0.3890	960741,00	31.90	428613,00	1,00	300.0	15.30	45139,00	22.00
0.01965	80.00	1.760	0,00	0.3850	146250,00	31.50	9.0892	1,00	241.0	18.20	34304,00	44854,00
0.03871	52.50	5.320	0,00	0.4050	69550,00	31.30	464772,00	6,00	293.0	16.60	41821,00	23.20
0.04590	52.50	5.320	0,00	0.4050	456706,00	45.60	464772,00	6,00	293.0	16.60	22098,00	22.30
0.04297	52.50	5.320	0,00	0.4050	1369813,00	22.90	464772,00	6,00	293.0	16.60	18872,00	24.80
0.03502	80.00	4.950	0,00	0.4110	2450930,00	27.90	5.1167	4,00	245.0	19.20	12114,00	28.50
0.07886	80.00	4.950	0,00	0.4110	7.1480	27.70	5.1167	4,00	245.0	19.20	20515,00	37.30
0.03615	80.00	4.950	0,00	0.4110	1607220,00	23.40	5.1167	4,00	245.0	19.20	25659,00	27.90
0.08265	0.00	13.920	0,00	0.4370	6.1270	18.40	1142235,00	4,00	289.0	16.00	21398,00	23.90
0.08199	0.00	13.920	0,00	0.4370	6.0090	42.30	1142235,00	4,00	289.0	16.00	14885,00	21.70
0.12932	0.00	13.920	0,00	0.4370	1782537,00	44865,00	2813951,00	4,00	289.0	16.00	46539,00	28.60
0.05372	0.00	13.920	0,00	0.4370	1311374,00	51.00	2813951,00	4,00	289.0	16.00	14427,00	44861,00
0.14103	0.00	13.920	0,00	0.4370	2191577,00	58.00	474969,00	4,00	289.0	16.00	15.84	20.30
0.06466	70.00	2.240	0,00	0.4000	566279,00	44854,00	2329700,00	5,00	358.0	14.80	35521,00	22.50
0.05561	70.00	2.240	0,00	0.4000	7.0410	10.00	2329700,00	5,00	358.0	14.80	27120,00	29.00
0.04417	70.00	2.240	0,00	0.4000	2487454,00	47.40	2329700,00	5,00	358.0	14.80	44748,00	24.80
0.03537	34.00	6.090	0,00	0.4330	1461123,00	40.40	1102059,00	7,00	329.0	44850,00	18507,00	22.00
0.09266	34.00	6.090	0,00	0.4330	1114143,00	18.40	1102059,00	7,00	329.0	44850,00	24685,00	26.40
0.10000	34.00	6.090	0,00	0.4330	2892874,00	17.70	1102059,00	7,00	329.0	44850,00	31503,00	33.10
0.05515	33.00	2.180	0,00	0.4720	168195,00	41.10	4.0220	7,00	222.0	18.40	34121,00	36.10
0.05479	33.00	2.180	0,00	0.4720	1556087,00	58.10	657498,00	7,00	222.0	18.40	34182,00	28.40
0.07503	33.00	2.180	0,00	0.4720	840241,00	71.90	3.0992	7,00	222.0	18.40	17319,00	33.40
0.04932	33.00	2.180	0,00	0.4720	2407102,00	70.30	3.1827	7,00	222.0	18.40	19541,00	28.20
0.49298	0.00	9.900	0,00	0.5440	1625482,00	82.50	465745,00	4,00	304.0	18.40	19815,00	22.80
0.34940	0.00	9.900	0,00	0.5440	2856319,00	76.70	3.1025	4,00	304.0	18.40	35674,00	20.30
2.63548	0.00	9.900	0,00	0.5440	2859941,00	37.80	1203142,00	4,00	304.0	18.40	23712,00	44850,00
0.79041	0.00	9.900	0,00	0.5440	6.1220	52.80	1644720,00	4,00	304.0	18.40	35916,00	44856,00
0.26169	0.00	9.900	0,00	0.5440	6.0230	90.40	2352194,00	4,00	304.0	18.40	26604,00	19.40
0.26938	0.00	9.900	0,00	0.5440	277738,00	82.80	265958,00	4,00	304.0	18.40	33055,00	21.60
0.36920	0.00	9.900	0,00	0.5440	1377118,00	87.30	1505956,00	4,00	304.0	18.40	46997,00	23.80
0.25356	0.00	9.900	0,00	0.5440	1881121,00	77.70	2757642,00	4,00	304.0	18.40	18568,00	16.20
0.31827	0.00	9.900	0,00	0.5440	2644478,00	83.20	2953412,00	4,00	304.0	18.40	18.33	17.80
0.24522	0.00	9.900	0,00	0.5440	2162358,00	71.70	4.0317	4,00	304.0	18.40	15.94	19.80
0.40202	0.00	9.900	0,00	0.5440	701419,00	67.20	1251017,00	4,00	304.0	18.40	13424,00	44857,00
0.47547	0.00	9.900	0,00	0.5440	6.1130	58.80	4.0019	4,00	304.0	18.40	26999,00	21.00
0.16760	0.00	7.380	0,00	0.4930	862126,00	52.30	1279902,00	5,00	287.0	19.60	44013,00	23.80
0.18159	0.00	7.380	0,00	0.4930	679505,00	54.30	1279902,00	5,00	287.0	19.60	31929,00	44857,00
0.35114	0.00	7.380	0,00	0.4930	6.0410	49.90	1939895,00	5,00	287.0	19.60	25750,00	20.40
0.28392	0.00	7.380	0,00	0.4930	1892079,00	74.30	1939895,00	5,00	287.0	19.60	27334,00	18.50
0.34109	0.00	7.380	0,00	0.4930	821949,00	40.10	1939895,00	5,00	287.0	19.60	44901,00	25.00
0.19186	0.00	7.380	0,00	0.4930	880387,00	14.70	825205,00	5,00	287.0	19.60	44778,00	24.60
0.30347	0.00	7.380	0,00	0.4930	445749,00	28.90	825205,00	5,00	287.0	19.60	42156,00	23.00
0.24103	0.00	7.380	0,00	0.4930	6.0830	43.70	825205,00	5,00	287.0	19.60	29190,00	22.20
0.06617	0.00	3.240	0,00	0.4600	2476467,00	25.80	89972,00	4,00	430.0	16.90	35674,00	19.30
0.06724	0.00	3.240	0,00	0.4600	522450,00	17.20	89972,00	4,00	430.0	16.90	12601,00	22.60
0.04544	0.00	3.240	0,00	0.4600	6.1440	32.20	2496920,00	4,00	430.0	16.90	44813,00	19.80
0.05023	35.00	6.060	0,00	0.4379	1884774,00	28.40	1646301,00	1,00	304.0	16.90	16041,00	44851,00
0.03466	35.00	6.060	0,00	0.4379	6.0310	23.30	1646301,00	1,00	304.0	16.90	30498,00	19.40
0.05083	0.00	5.190	0,00	0.5150	460359,00	38.10	980465,00	5,00	224.0	20.20	24959,00	22.20
0.03738	0.00	5.190	0,00	0.5150	438444,00	38.50	980465,00	5,00	224.0	20.20	27546,00	20.70
0.03961	0.00	5.190	0,00	0.5150	6.0370	34.50	2904896,00	5,00	224.0	20.20	44569,00	44855,00
0.03427	0.00	5.190	0,00	0.5150	2480119,00	46.30	150236,00	5,00	224.0	20.20	29465,00	19.50
0.03041	0.00	5.190	0,00	0.5150	2575082,00	59.60	1552403,00	5,00	224.0	20.20	20729,00	18.50
0.03306	0.00	5.190	0,00	0.5150	6.0590	37.30	2272631,00	5,00	224.0	20.20	18841,00	20.60
0.05497	0.00	5.190	0,00	0.5150	2903800,00	45.40	2272631,00	5,00	224.0	20.20	27273,00	19.00
0.06151	0.00	5.190	0,00	0.5150	2841710,00	58.50	2272631,00	5,00	224.0	20.20	47362,00	18.70
0.01301	35.00	1.520	0,00	0.4420	186457,00	49.30	7.0379	1,00	284.0	15.50	18019,00	32.70
0.02498	0.00	1.890	0,00	0.5180	1278502,00	59.70	281025,00	1,00	422.0	15.90	23955,00	16.50
0.02543	55.00	3.780	0,00	0.4840	1848281,00	56.40	1980102,00	5,00	370.0	17.60	43282,00	23.90
0.03049	55.00	3.780	0,00	0.4840	2498412,00	44862,00	1006031,00	5,00	370.0	17.60	22372,00	31.20
0.03113	0.00	4.390	0,00	0.4420	6.0140	48.50	8.0136	3,00	352.0	18.80	19633,00	17.50
0.06162	0.00	4.390	0,00	0.4420	2586040,00	52.30	8.0136	3,00	352.0	18.80	24807,00	17.20
0.01870	85.00	4.150	0,00	0.4290	1190844,00	27.70	1261397,00	4,00	351.0	17.90	13302,00	44857,00
0.01501	80.00	2.010	0,00	0.4350	1625482,00	29.70	562688,00	4,00	280.0	17.00	36281,00	24.50
0.02899	40.00	1.250	0,00	0.4290	2735820,00	34.50	2199339,00	1,00	335.0	19.70	32629,00	26.60
0.06211	40.00	1.250	0,00	0.4290	1095881,00	44.40	2199339,00	1,00	335.0	19.70	35916,00	22.90
0.07950	60.00	1.690	0,00	0.4110	1420947,00	35.90	1900631,00	4,00	411.0	18.30	18019,00	44858,00
0.07244	60.00	1.690	0,00	0.4110	2534906,00	18.50	1900631,00	4,00	411.0	18.30	29037,00	18.60
0.01709	90.00	2.020	0,00	0.4100	1965159,00	36.10	12.1265	5,00	187.0	17.00	18354,00	44864,00
0.04301	80.00	1.910	0,00	0.4130	1727719,00	21.90	1445540,00	4,00	334.0	22.00	44689,00	18.20
0.10659	80.00	1.910	0,00	0.4130	2724832,00	19.50	1445540,00	4,00	334.0	22.00	20941,00	20.60
8.98296	0.00	18.100	1,00	0.7700	80507,00	97.40	2.1222	24,00	666.0	20.20	17.60	17.80
3.84970	0.00	18.100	1,00	0.7700	748900,00	91.00	1151277,00	24,00	666.0	20.20	13.27	21.70
5.20177	0.00	18.100	1,00	0.7700	6.1270	83.40	1945680,00	24,00	666.0	20.20	17838,00	22.70
4.26131	0.00	18.100	0,00	0.7700	6.1120	81.30	1165522,00	24,00	666.0	20.20	24807,00	22.60
4.54192	0.00	18.100	0,00	0.7700	759858,00	88.00	1198759,00	24,00	666.0	20.20	29037,00	25.00
3.83684	0.00	18.100	0,00	0.7700	222951,00	91.10	385364,00	24,00	666.0	20.20	14.19	19.90
3.67822	0.00	18.100	0,00	0.7700	628340,00	96.20	2.1036	24,00	666.0	20.20	43739,00	20.80
4.22239	0.00	18.100	1,00	0.7700	2239059,00	89.00	2610390,00	24,00	666.0	20.20	14.64	16.80
3.47428	0.00	18.100	1,00	0.7180	2155145,00	82.90	2610390,00	24,00	666.0	20.20	47239,00	21.90
4.55587	0.00	18.100	0,00	0.7180	1355111,00	87.90	1545708,00	24,00	666.0	20.20	44902,00	27.50
3.69695	0.00	18.100	0,00	0.7180	2823417,00	91.40	2053760,00	24,00	666.0	20.20	14.00	21.90
13.52220	0.00	18.100	0,00	0.6310	2458143,00	100.00	1170969,00	24,00	666.0	20.20	13.33	44857,00
4.89822	0.00	18.100	0,00	0.6310	2848984,00	100.00	520473,00	24,00	666.0	20.20	46082,00	50.00
5.66998	0.00	18.100	1,00	0.6310	1800799,00	96.80	608861,00	24,00	666.0	20.20	26724,00	50.00
6.53876	0.00	18.100	1,00	0.6310	7.0160	97.50	45292,00	24,00	666.0	20.20	35096,00	50.00
9.23230	0.00	18.100	0,00	0.6310	95117,00	100.00	1.1691	24,00	666.0	20.20	19603,00	50.00
8.26725	0.00	18.100	1,00	0.6680	2502033,00	89.60	1.1296	24,00	666.0	20.20	32356,00	50.00
11.10810	0.00	18.100	0,00	0.6680	2615229,00	100.00	1.1742	24,00	666.0	20.20	34.77	13.80
18.49820	0.00	18.100	0,00	0.6680	4.1380	100.00	1.1370	24,00	666.0	20.20	37.97	13.80
19.60910	0.00	18.100	0,00	0.6710	449431,00	97.90	461303,00	24,00	666.0	20.20	13.44	15.00
15.28800	0.00	18.100	0,00	0.6710	1676617,00	93.30	565763,00	24,00	666.0	20.20	23.24	13.90
9.82349	0.00	18.100	0,00	0.6710	2206218,00	98.80	613609,00	24,00	666.0	20.20	21.24	13.30
23.64820	0.00	18.100	0,00	0.6710	694114,00	96.20	716243,00	24,00	666.0	20.20	23.69	44847,00
17.86670	0.00	18.100	0,00	0.6710	120683,00	100.00	716243,00	24,00	666.0	20.20	21.78	44105,00
88.97620	0.00	18.100	0,00	0.6710	2841741,00	91.90	827277,00	24,00	666.0	20.20	17.21	14885,00
15.87440	0.00	18.100	0,00	0.6710	1296764,00	99.10	1202380,00	24,00	666.0	20.20	44794,00	33147,00
9.18702	0.00	18.100	0,00	0.7000	1263862,00	100.00	1425908,00	24,00	666.0	20.20	23.60	11263,00
7.99248	0.00	18.100	0,00	0.7000	1205423,00	100.00	1253149,00	24,00	666.0	20.20	24.56	11293,00
20.08490	0.00	18.100	0,00	0.7000	650225,00	91.20	911282,00	24,00	666.0	20.20	30.63	29434,00
16.81180	0.00	18.100	0,00	0.7000	317883,00	98.10	862340,00	24,00	666.0	20.20	30.81	44013,00
24.39380	0.00	18.100	0,00	0.7000	1687513,00	100.00	1012454,00	24,00	666.0	20.20	28.28	18537,00
22.59710	0.00	18.100	0,00	0.7000	5.0000	89.50	1199458,00	24,00	666.0	20.20	31.99	14793,00
14.33370	0.00	18.100	0,00	0.7000	2520266,00	100.00	1459146,00	24,00	666.0	20.20	30.62	44105,00
8.15174	0.00	18.100	0,00	0.7000	730607,00	98.90	1965373,00	24,00	666.0	20.20	20.85	18568,00
6.96215	0.00	18.100	0,00	0.7000	1910340,00	97.00	2690014,00	24,00	666.0	20.20	44882,00	44849,00
5.29305	0.00	18.100	0,00	0.7000	6.0510	82.50	2.1678	24,00	666.0	20.20	18.76	23.20
11.57790	0.00	18.100	0,00	0.7000	5.0360	97.00	2118409,00	24,00	666.0	20.20	25.68	25812,00
8.64476	0.00	18.100	0,00	0.6930	11110,00	92.60	2195839,00	24,00	666.0	20.20	15.17	13.80
13.35980	0.00	18.100	0,00	0.6930	2545863,00	94.70	2162603,00	24,00	666.0	20.20	16.35	25903,00
8.71675	0.00	18.100	0,00	0.6930	1026484,00	98.80	1956607,00	24,00	666.0	20.20	44912,00	44847,00
5.87205	0.00	18.100	0,00	0.6930	785425,00	96.00	1778002,00	24,00	666.0	20.20	19.37	18598,00
7.67202	0.00	18.100	0,00	0.6930	2034523,00	98.90	1619487,00	24,00	666.0	20.20	19.92	18476,00
38.35180	0.00	18.100	0,00	0.6930	960710,00	100.00	1094269,00	24,00	666.0	20.20	30.59	5.00
9.91655	0.00	18.100	0,00	0.6930	2418028,00	77.80	1133714,00	24,00	666.0	20.20	29.97	11110,00
25.04610	0.00	18.100	0,00	0.6930	2911105,00	100.00	1456589,00	24,00	666.0	20.20	26.77	22037,00
14.23620	0.00	18.100	0,00	0.6930	558974,00	100.00	1402899,00	24,00	666.0	20.20	20.32	44013,00
9.59571	0.00	18.100	0,00	0.6930	781773,00	100.00	1639941,00	24,00	666.0	20.20	20.31	44846,00
24.80170	0.00	18.100	0,00	0.6930	580858,00	96.00	1872965,00	24,00	666.0	20.20	19.77	11171,00
41.52920	0.00	18.100	0,00	0.6930	1245599,00	85.40	1524525,00	24,00	666.0	20.20	27.38	18476,00
67.92080	0.00	18.100	0,00	0.6930	1800768,00	100.00	859783,00	24,00	666.0	20.20	22.98	5.00
20.71620	0.00	18.100	0,00	0.6590	4.1380	100.00	1.1781	24,00	666.0	20.20	23.34	33178,00
11.95110	0.00	18.100	0,00	0.6590	1526837,00	100.00	347713,00	24,00	666.0	20.20	41609,00	27.90
7.40389	0.00	18.100	0,00	0.5970	1559708,00	97.90	966799,00	24,00	666.0	20.20	26.40	17.20
14.43830	0.00	18.100	0,00	0.5970	2418059,00	100.00	1006245,00	24,00	666.0	20.20	19.78	27.50
51.13580	0.00	18.100	0,00	0.5970	2071047,00	100.00	814493,00	24,00	666.0	20.20	44875,00	15.00
14.05070	0.00	18.100	0,00	0.5970	1705836,00	100.00	1232696,00	24,00	666.0	20.20	21.22	17.20
18.81100	0.00	18.100	0,00	0.5970	1599855,00	100.00	1329119,00	24,00	666.0	20.20	34.37	17.90
28.65580	0.00	18.100	0,00	0.5970	5.1550	100.00	1458781,00	24,00	666.0	20.20	44793,00	16.30
45.74610	0.00	18.100	0,00	0.6930	1201740,00	100.00	1710068,00	24,00	666.0	20.20	36.98	7.00
18.08460	0.00	18.100	0,00	0.6790	891345,00	100.00	2354720,00	24,00	666.0	20.20	44710,00	44013,00
10.83420	0.00	18.100	0,00	0.6790	2162389,00	90.80	2299204,00	24,00	666.0	20.20	25.79	18445,00
25.94060	0.00	18.100	0,00	0.6790	416499,00	89.10	1670987,00	24,00	666.0	20.20	26.64	14885,00
73.53410	0.00	18.100	0,00	0.6790	2801532,00	100.00	2237478,00	24,00	666.0	20.20	20.62	29434,00
11.81230	0.00	18.100	0,00	0.7180	2315791,00	76.50	2206066,00	24,00	666.0	20.20	22.74	14824,00
11.08740	0.00	18.100	0,00	0.7180	807339,00	100.00	2443110,00	24,00	666.0	20.20	44607,00	16.70
7.02259	0.00	18.100	0,00	0.7180	6.0060	95.30	2500452,00	24,00	666.0	20.20	15.70	14.20
12.04820	0.00	18.100	0,00	0.6140	1672934,00	87.60	2780227,00	24,00	666.0	20.20	44848,00	20.80
7.05042	0.00	18.100	0,00	0.6140	6.1030	85.10	2.0218	24,00	666.0	20.20	23.29	13.40
8.79212	0.00	18.100	0,00	0.5840	1369782,00	70.60	2.0635	24,00	666.0	20.20	17.16	25873,00
15.86030	0.00	18.100	0,00	0.6790	2578735,00	95.40	2628287,00	24,00	666.0	20.20	24.39	11171,00
12.24720	0.00	18.100	0,00	0.5840	2363241,00	59.70	2949700,00	24,00	666.0	20.20	15.69	44105,00
37.66190	0.00	18.100	0,00	0.6790	43983,00	78.70	2457719,00	24,00	666.0	20.20	14.52	33147,00
7.36711	0.00	18.100	0,00	0.6790	11110,00	78.10	2723250,00	24,00	666.0	20.20	21.52	11.00
9.33889	0.00	18.100	0,00	0.6790	694114,00	95.60	2842320,00	24,00	666.0	20.20	44797,00	18507,00
8.49213	0.00	18.100	0,00	0.5840	577237,00	86.10	2.0527	24,00	666.0	20.20	17.64	14.50
10.06230	0.00	18.100	0,00	0.5840	2348662,00	94.30	2.0882	24,00	666.0	20.20	19.69	44848,00
6.44405	0.00	18.100	0,00	0.5840	858473,00	74.80	38018,00	24,00	666.0	20.20	44632,00	44850,00
5.58107	0.00	18.100	0,00	0.7130	898650,00	87.90	459508,00	24,00	666.0	20.20	16.22	14.30
13.91340	0.00	18.100	0,00	0.7130	65898,00	95.00	117641,00	24,00	666.0	20.20	15.17	25873,00
11.16040	0.00	18.100	0,00	0.7400	1603568,00	94.60	2.1247	24,00	666.0	20.20	23.27	13.40
14.42080	0.00	18.100	0,00	0.7400	989960,00	93.30	2.0026	24,00	666.0	20.20	44699,00	22160,00
15.17720	0.00	18.100	0,00	0.7400	6.1520	100.00	2645088,00	24,00	666.0	20.20	26.45	25781,00
13.67810	0.00	18.100	0,00	0.7400	2721179,00	87.90	2303221,00	24,00	666.0	20.20	34.02	14824,00
9.39063	0.00	18.100	0,00	0.7400	1596232,00	93.90	2290803,00	24,00	666.0	20.20	22.88	29556,00
22.05110	0.00	18.100	0,00	0.7400	2293846,00	92.40	2469772,00	24,00	666.0	20.20	44887,00	18537,00
9.72418	0.00	18.100	0,00	0.7400	789078,00	97.20	2.0651	24,00	666.0	20.20	19.52	44851,00
5.66637	0.00	18.100	0,00	0.7400	106074,00	100.00	2.0048	24,00	666.0	20.20	16.59	18.40
9.96654	0.00	18.100	0,00	0.7400	1077619,00	100.00	2879574,00	24,00	666.0	20.20	18.85	15.40
12.80230	0.00	18.100	0,00	0.7400	2425333,00	96.60	2577153,00	24,00	666.0	20.20	23.79	29495,00
10.67180	0.00	18.100	0,00	0.7400	982656,00	94.80	2914272,00	24,00	666.0	20.20	23.98	29526,00
6.28807	0.00	18.100	0,00	0.7400	551669,00	96.40	2.0720	24,00	666.0	20.20	17.79	14.90
9.92485	0.00	18.100	0,00	0.7400	222951,00	96.60	29252,00	24,00	666.0	20.20	16.44	22251,00
9.32909	0.00	18.100	0,00	0.7130	6.1850	98.70	261546,00	24,00	666.0	20.20	18.13	44848,00
7.52601	0.00	18.100	0,00	0.7130	829254,00	98.30	2.1850	24,00	666.0	20.20	19.31	13.00
6.71772	0.00	18.100	0,00	0.7130	2041859,00	92.60	487997,00	24,00	666.0	20.20	17.44	13.40
5.44114	0.00	18.100	0,00	0.7130	1698531,00	98.20	603413,00	24,00	666.0	20.20	17.73	15.20
5.09017	0.00	18.100	0,00	0.7130	390963,00	91.80	650896,00	24,00	666.0	20.20	17.27	44850,00
8.24809	0.00	18.100	0,00	0.7130	741625,00	99.30	959525,00	24,00	666.0	20.20	16.74	17.80
9.51363	0.00	18.100	0,00	0.7130	1965159,00	94.10	1118041,00	24,00	666.0	20.20	18.71	14.90
4.75237	0.00	18.100	0,00	0.7130	1223716,00	86.50	897799,00	24,00	666.0	20.20	18.13	44848,00
4.66883	0.00	18.100	0,00	0.7130	2870929,00	87.90	1426670,00	24,00	666.0	20.20	44580,00	25903,00
8.20058	0.00	18.100	0,00	0.7130	2724832,00	80.30	2152042,00	24,00	666.0	20.20	16.94	13.50
7.75223	0.00	18.100	0,00	0.7130	405572,00	83.70	2166286,00	24,00	666.0	20.20	16.23	14.90
6.80117	0.00	18.100	0,00	0.7130	6.0810	84.40	1926687,00	24,00	666.0	20.20	14.70	20.00
4.81213	0.00	18.100	0,00	0.7130	1866542,00	90.00	1488396,00	24,00	666.0	20.20	16.42	16.40
3.69311	0.00	18.100	0,00	0.7130	679505,00	88.40	1377363,00	24,00	666.0	20.20	14.65	17.70
6.65492	0.00	18.100	0,00	0.7130	464011,00	83.00	1988413,00	24,00	666.0	20.20	13.99	19.50
5.82115	0.00	18.100	0,00	0.7130	1179886,00	89.90	2233856,00	24,00	666.0	20.20	47392,00	20.20
7.83932	0.00	18.100	0,00	0.6550	69550,00	65.40	2824819,00	24,00	666.0	20.20	13.22	21.40
3.16360	0.00	18.100	0,00	0.6550	2078352,00	48.20	3.0665	24,00	666.0	20.20	14.13	19.90
3.77498	0.00	18.100	0,00	0.6550	2783270,00	84.70	2489160,00	24,00	666.0	20.20	17.15	19.00
4.42228	0.00	18.100	0,00	0.5840	6.0030	94.50	1279477,00	24,00	666.0	20.20	21.32	44853,00
15.57570	0.00	18.100	0,00	0.5800	2688308,00	71.00	2623935,00	24,00	666.0	20.20	18.13	44853,00
13.07510	0.00	18.100	0,00	0.5800	1910340,00	56.70	2314575,00	24,00	666.0	20.20	14.76	44854,00
4.34879	0.00	18.100	0,00	0.5800	6.1670	84.00	3.0334	24,00	666.0	20.20	16.29	19.90
4.03841	0.00	18.100	0,00	0.5320	142598,00	90.70	3.0993	24,00	666.0	20.20	32112,00	19.60
3.56868	0.00	18.100	0,00	0.5800	902302,00	75.00	2580472,00	24,00	666.0	20.20	14.36	23.20
4.64689	0.00	18.100	0,00	0.6140	2885569,00	67.60	1252450,00	24,00	666.0	20.20	24412,00	29.80
8.05579	0.00	18.100	0,00	0.5840	865747,00	95.40	875885,00	24,00	666.0	20.20	18.14	13.80
6.39312	0.00	18.100	0,00	0.5840	6.1620	97.40	58472,00	24,00	666.0	20.20	44858,00	13.30
4.87141	0.00	18.100	0,00	0.6140	1073967,00	93.60	421158,00	24,00	666.0	20.20	18.68	16.70
15.02340	0.00	18.100	0,00	0.6140	416499,00	97.30	2.1007	24,00	666.0	20.20	24.91	12.00
10.23300	0.00	18.100	0,00	0.6140	6.1850	96.70	2.1705	24,00	666.0	20.20	44638,00	14.60
